claim_id,claim_statement,claim_type,journey_stage,supporting_source_ids,counter_source_ids,confidence,status,notes
C-CLM-0503,"금소법상 투자성 상품의 계약 체결을 권유하면 적합성원칙(제17조: 정보 파악·확인, 부적합 권유 금지)과 설명의무(제19조)가 적용되고, 권유 없이 판매하는 경우에도 적정성원칙(제18조)이 적용될 수 있다",F,공통,"C-SRC-0505,C-SRC-0506,C-SRC-0507",,H,채택,적용 대상 상품의 세부 범위(시행령)는 미확인 한계
C-CLM-0504,불확실한 사항에 대해 단정적 판단을 제공하거나 확실하다고 오인하게 할 소지가 있는 내용을 알리는 행위는 부당권유행위로 금지된다(금소법 제21조 제1호),F,공통,C-SRC-0508,,H,채택,AI 응답의 단정 표현 가드 설계의 직접 근거
C-CLM-0505,"자동화 장치로 투자자문·일임을 수행하는 로보어드바이저는 투자성향 분석·침해사고 예방 체계 등 전자적 투자조언장치 요건(자본시장법 시행령 제2조 제6호)을 갖춰야 하며, 코스콤 로보어드바이저 테스트베드가 분산투자·투자자 성향 분석·해킹 방지 체계를 심사한다",F,공통,"C-SRC-0504,C-SRC-0513",,H,채택,"테스트베드 포털(ratb.koscom.co.kr, C-SRC-0514)은 접근 실패 — 코스콤 뉴스(C-SRC-0513)로 대체 확인"
C-CLM-0506,"금융위 금융분야 인공지능 가이드라인(개정, 2026-06-22 시행)은 7대 원칙(거버넌스·합법성·보조수단성·신뢰성·금융안정성·신의성실·보안성)을 제시하며, AI는 업무의 보조수단으로서 최종 의사결정과 책임은 임직원이 수행하고 금융소비자 이익을 최우선으로 해야 한다고 명시한다",F,공통,C-SRC-0500,,H,채택,자율규제 성격이므로 법상 규제를 대체하지 않음
C-CLM-0507,"계획서가 검증을 지시한 금융위 게시물 링크(https://www.fsc.go.kr/no010101/87142)는 2026-07-16 현재 유효하며, 2026-06-18자 AI 가이드라인 개정 보도자료와 가이드라인 전문 PDF 첨부를 제공한다",F,공통,C-SRC-0500,,H,채택,링크 검증 과업(WS0 지정) 완료. 재검색 불필요
C-CLM-0508,"AI를 포함한 완전 자동화 결정이 정보주체의 권리·의무에 중대한 영향을 미치는 경우 거부권·설명요구권이 보장되며(개인정보 보호법 제37조의2), 금융 자동화평가에는 설명·이의제기권(신용정보법 제36조의2)이 있다. 개인화 추천 기능은 설명가능성·인적 개입 경로를 갖춰야 한다",F,공통,"C-SRC-0509,C-SRC-0510",,H,채택,신용정보법 조항은 개인신용평가 중심으로 증권 추천에는 유추 적용(해석 요소 포함)
C-CLM-0509,"금소법 제19조는 '일반금융소비자가 이해할 수 있도록' 설명할 의무를, 장차법 제21조는 전자정보·모바일 앱의 동등한 접근(스크린리더 등 정당한 편의)을 요구하므로, 쉬운 한국어·색상 외 손익 표현·대체텍스트는 규범적 근거가 있는 요구사항이다",I,공통,"C-SRC-0507,C-SRC-0512",,M,채택,KWCAG 표준 원문은 미확인(한계 기록)
C-CLM-0510,"'투자 권유가 아닙니다' 면책 문구만으로는 특정 투자자 대상 방향 제시의 실질(투자권유·부당권유 소지)이 제거되지 않으므로, 위험 기능은 면책 문구가 아니라 기능 설계(결론 비제시·대체 UX)로 통제해야 한다",I,공통,"C-SRC-0501,C-SRC-0508",,M,채택,계획서 5장 기록 규칙과 정합. 판례·감독 사례 보강은 후속 과업
C-CLM-0511,"'출처 있는 정보·근거 제공 + 판단은 사용자' 구조는 투자권유(제9조 제4항)·투자자문업(제6조 제7항) 어느 쪽에도 해당하지 않아 규제상 상대적으로 안전하나, AI가 특정 사용자에게 매수/매도/보류 중 하나의 방향 결론을 제시하는 순간 권유·자문 경계에 진입한다",I,공통,"C-SRC-0501,C-SRC-0502,C-SRC-0503,C-SRC-0500",,M,채택,핵심 제품 경계 판정. WS9 교차검증 요망
C-CLM-0512,"전자금융거래에는 오류 정정·통지 의무(전자금융거래법 제8조)와 안전성 확보 의무(제21조)가 있으므로, 주문 흐름에는 사전 확인 단계(주문 미리보기·이상 금액 경고) 등 오주문 방지 UX가 필요하다",I,주문,C-SRC-0511,,M,채택,조항은 F. 사전 예방 UX 연결은 해석. 표시본이 시행예정본인 점 한계
C-CLM-0513,"해커톤 데모 가능 범위는 종목 정보 설명·시나리오 분석·모의 주문·주문 미리보기까지이며, 개인화 종목 추천·권유형 종목 순위·실주문 실행은 제외하거나 사실 기술형 라벨·교육용 비개인화 콘텐츠 등 안전한 대체 UX로 전환해야 한다",D,공통,"C-SRC-0500,C-SRC-0501,C-SRC-0502,C-SRC-0503,C-SRC-0504,C-SRC-0505,C-SRC-0508",,M,채택,규제 매트릭스 종합 판정(제품 결정). 본선 당일 공지가 우선
C-CLM-0601,본선일 2026-07-18은 토요일로 KRX 주식시장이 휴장하며(미국 시장도 주말 폐장) 당일 실시간 시세는 존재하지 않는다,F,전체,"C-SRC-0614,C-SRC-0615",,H,채택,달력상 토요일 + 휴장일 규정. 데모는 전일 스냅샷 전제 필수
C-CLM-0602,"공공데이터포털 금융위 주식시세정보 API는 자동승인·무료·이용허락 제한 없음이며 개발계정 일 10,000회 한도를 갖고 기준일 영업일 D+1 13시 이후 갱신된다",F,데이터기반,C-SRC-0610,,H,채택,라이선스는 6개 원천 중 가장 깨끗하나 갱신 지연이 한계
C-CLM-0603,DART OpenAPI는 누구나 무료 인증키(40자)로 이용 가능하고 요청 제한(오류 020) 및 회사 100건/회 제한이 있다,F,데이터기반,"C-SRC-0603,C-SRC-0604",,H,채택,일일 한도 정확 수치는 부분확인 — 원문 재대조 필요
C-CLM-0604,KIS Open API는 한국투자증권 계좌 개설과 서비스 신청이 선행되어야 하며 계좌 보유 시 온라인 신청으로 App Key/Secret을 당일 확인할 수 있고 모의투자는 모의계좌 별도 신청+별도 앱키가 필요하다,F,데이터기반,"C-SRC-0607,C-SRC-0608",,M,채택,공식 포털 본문 미확인(SPA) — 신청 절차는 공식 GitHub+이용자 문서 교차 확인
C-CLM-0605,"KIS Open API 호출 한도는 실전 REST 초당 약 20건 수준이며 모의투자는 그보다 낮다(초당 2~5건, 문서 상이로 미확정)",F,데이터기반,"C-SRC-0607,C-SRC-0609",,M,쟁점,모의 한도 수치 문서 간 불일치 — 단일 조회 데모에는 영향 없음
C-CLM-0606,KIS Open API는 모의투자(vps)·실전(prod) 환경을 모두 제공하고 WebSocket 실시간 시세를 지원하며 토큰 재발급은 1분당 1회로 제한된다,F,데이터기반,C-SRC-0607,,H,채택,공식 GitHub README 근거
C-CLM-0607,pykrx는 KRX·네이버 스크래핑 기반 무인증 라이브러리로 일별 OHLCV·시총·펀더멘털을 제공하나 일부 API는 KRX 로그인이 필요하고 과도 호출 시 차단 위험이 있으며 데이터 저작권은 KRX·네이버에 귀속된다,F,데이터기반,C-SRC-0612,,H,채택,사전 캐싱 용도로 적합·현장 실시간 수집은 회피
C-CLM-0608,yfinance는 야후 비공식 도구이며 야후 파이낸스 API는 개인용(personal use only)으로 명시되어 재배포·상업 이용에 제약이 있다,F,데이터기반,C-SRC-0613,,H,채택,데모 화면 표시·비영리 시연 한정 및 출처 표기로 보수 운용
C-CLM-0609,KRX 정보데이터시스템은 웹 조회·CSV 다운로드 중심으로 공개 REST API를 제공하지 않으며 데이터 저작권이 KRX에 귀속되어 재배포에는 별도 조건이 적용될 수 있다,I,데이터기반,"C-SRC-0601,C-SRC-0602",,M,채택,법적고지 원문 미열람(미확인) — 화면 표시+출처 표기로 보수 운용
C-CLM-0610,공공데이터포털 주식시세 API의 D+1 13시 갱신 특성상 토요일(7/18)에는 7/17(금) 종가가 조회되지 않으므로 금요일 종가는 pykrx 또는 KRX CSV로 확보해야 한다,I,데이터기반,C-SRC-0610,,H,채택,갱신 규칙(F)에서 도출한 실행상 결론(I)
C-CLM-0611,ECOS는 환율·금리 등 보조 지표 원천으로 인증키 기반 무료 이용이 가능하나 호출 한도 등 세부 수치는 공식 페이지(SPA)에서 확인하지 못했다(미확인),F,데이터기반,C-SRC-0611,,M,채택,핵심 경로 아님 — 보조 지표 1~2개 용도
C-CLM-0612,"본선 데모의 기본 데이터 구성은 1안 pykrx 7/17 종가 스냅샷+DART 캐시+로컬 모의 체결, 2안 yfinance+ECOS(미국 시나리오 시), 공통 폴백은 시나리오 3종 JSON fixture 오프라인 데모로 하며 KIS 모의투자는 7/17까지 발급·테스트 완료 시에만 선택 사용한다",D,데이터기반,"C-SRC-0601,C-SRC-0604,C-SRC-0607,C-SRC-0610,C-SRC-0612,C-SRC-0613",,H,채택,계획서 5장 폴백 요건(전일 스냅샷+모의 체결 필수 평가) 충족을 위한 제품 결정
C-CLM-0701,"초보 투자자 관점 휴리스틱 4종(불안 완화·이해 가능성·오주문 방지·근거 제시)은 WS2 행동재무학 원논문·공식 조사, WS3 VOC, WS4 벤치마크 관찰, WS5 법령 원문으로 조작화할 수 있다",I,전반,C-SRC-0211;C-SRC-0204;C-SRC-0507;C-SRC-0508;C-SRC-0511;C-SRC-0405;C-SRC-0406,,M,채택,WS7 휴리스틱 검토(ws7_휴리스틱검토.md 2장). 실사용자 미검증 한계
C-CLM-0702,"후보 기능 6종(급등락 원인 브리핑, 판단 체크리스트+매수·매도·보류 3버튼, 시나리오 계산기, 매도 전 비용·세금·출금 미리보기, 주문 미리보기+모의 체결, 용어 즉시풀이)의 결합 흐름은 휴리스틱 4종과 WS5 안전장치 5종(출처·기준시각 배지, 결론 비워두기, 단정 표현 가드, 주문 미리보기 정지선, 접근성 기본기)을 구조적으로 충족하도록 설계할 수 있다",D,보유;매도;매수,C-SRC-0405;C-SRC-0406;C-SRC-0409;C-SRC-0130;C-SRC-0150;C-SRC-0508;C-SRC-0512,,M,채택,WS7 종합 판정(ws7_휴리스틱검토.md 4~7장). 전문가 휴리스틱 검토 기반 제품 결정 — 실사용자 과업 테스트 미수행
C-CLM-0703,"뽑기형 보상 게임화, 고변동 종목 어텐션 피드, 출처·기준시각 없는 자동 알림, 치환어 단독 사용(최적가), 비용·출금 제약의 사후 인지 구조, 매수 버튼 강조형 다크패턴은 초보 투자자의 불안·오판을 키우는 반면교사 패턴으로 데모에서 배제한다",D,전반,C-SRC-0411;C-SRC-0412;C-SRC-0413;C-SRC-0405;C-SRC-0414;C-SRC-0423;C-SRC-0404;C-SRC-0402;C-SRC-0508,,M,채택,WS7 6장. Robinhood 콘페티 규제 합의(C-SRC-0411·0412)가 게임화 리스크의 선례
C-CLM-0704,"본 리서치의 사용자 검증은 휴리스틱 검토(전문가 구조 검토)까지만 수행되었으며, 초보 투자자 실사용자 과업 테스트는 미수행이다",F,전반,,,H,채택,계획서 3장 WS7의 선택 항목(실사용자 1~2명 테스트) 미수행 — 자체 수행 기록. 보고서 12장 한계에 명시
C-CLM-0710,"기회 우선순위 평가(가중치: 근거 강도 25/심각도·빈도 20/전략 정합성 20/규제 안전성 15/3시간 실행성 15/차별성 5) 결과, 핵심 데모는 '보유 중 손실·급락 국면의 매도·보류·추가매수 판단 지원(고불안 순간 판단 전 브리핑)' 92점, 백업은 '첫 매수 안전 가이드' 82점이며, 개인화 종목 추천(규제 적색)과 실시간 시세 의존 기능(토요일 폐장으로 데이터 불안정)은 총점과 무관하게 탈락시켰다",D,보유;매도;매수,C-SRC-0213;C-SRC-0203;C-SRC-0202;C-SRC-0112;C-SRC-0121;C-SRC-0204;C-SRC-0501;C-SRC-0502;C-SRC-0610;C-SRC-0614,,M,채택,WS8 채점(보고서 9장). 채점 자체는 제품 결정(D)이며 각 점수의 근거 주장은 개별 C-CLM 참조
C-CLM-0711,"성공지표는 '당일 시연 가능 지표'(출처 없는 주장률 0, 투자권유성 표현률 0, 기준시각 미표기율 0, 주문 확인 단계 동작, 과업 완료 흐름)와 '설계 목표 지표'(정보 이해도, 위험 회상률, 판단 근거 설명 가능성, 셀프서비스 해결률 등)로 이원화하며, 거래 횟수·단기 수익률은 단독 성공지표로 사용하지 않는다",D,전반,C-SRC-0500;C-SRC-0508;C-SRC-0214,,M,채택,계획서 4.4 준수. 과도거래의 성과 훼손(C-SRC-0214)이 거래량 지표 배제의 근거
