claim_id,claim_statement,claim_type,journey_stage,supporting_source_ids,counter_source_ids,claude_claim_ids,codex_claim_ids,claude_confidence,codex_confidence,final_confidence,status,adjudication_note
F-CLM-0047,"본 리뷰 표본은 불만 이용자의 자기선택 편향이 강한 비확률 표본으로, 테마 비율을 전체 고객 비율처럼 해석할 수 없다",F,전반,C-SRC-0300;C-SRC-0301;C-SRC-0302;C-SRC-0303;X-SRC-03001;X-SRC-03002;X-SRC-03003;X-SRC-03004;X-SRC-03005;X-SRC-03006;X-SRC-03007;X-SRC-03008;X-SRC-03009;X-SRC-03010;X-SRC-03011;X-SRC-03012;X-SRC-03013;X-SRC-03014;X-SRC-03015;X-SRC-03016;X-SRC-03017;X-SRC-03018;X-SRC-03019;X-SRC-03020;X-SRC-03021;X-SRC-03022;X-SRC-03023;X-SRC-03024;X-SRC-03025;X-SRC-03026;X-SRC-03027;X-SRC-03028;X-SRC-03029;X-SRC-03030;X-SRC-03031;X-SRC-03032;X-SRC-03033;X-SRC-03034;X-SRC-03035;X-SRC-03036;X-SRC-03037;X-SRC-03038;X-SRC-03039;X-SRC-03040;X-SRC-03041;X-SRC-03042;X-SRC-03043;X-SRC-03044;X-SRC-03045;X-SRC-03046;X-SRC-03047;X-SRC-03048;X-SRC-03049;X-SRC-03050;X-SRC-03051;X-SRC-03052;X-SRC-03053;X-SRC-03054;X-SRC-03055;X-SRC-03056;X-SRC-03057;X-SRC-03058;X-SRC-03059;X-SRC-03060;X-SRC-03061;X-SRC-03062;X-SRC-03064;X-SRC-03065;X-SRC-03066;X-SRC-03067;X-SRC-03068;X-SRC-03069;X-SRC-03070;X-SRC-03071;X-SRC-03072;X-SRC-03073;X-SRC-03074;X-SRC-03075;X-SRC-03076;X-SRC-03077;X-SRC-03078;X-SRC-03079;X-SRC-03080;X-SRC-03081;X-SRC-03082;X-SRC-03083;X-SRC-03084;X-SRC-03085;X-SRC-03086;X-SRC-03088;X-SRC-03089;X-SRC-03090;X-SRC-03091;X-SRC-03092;X-SRC-03093;X-SRC-03094;X-SRC-03095;X-SRC-03096;X-SRC-03097;X-SRC-03098;X-SRC-03099;X-SRC-03100;X-SRC-03101;X-SRC-03102;X-SRC-03103;X-SRC-03104;X-SRC-03105;X-SRC-03106;X-SRC-03107;X-SRC-03108;X-SRC-03109;X-SRC-03110;X-SRC-03111;X-SRC-03112;X-SRC-03113;X-SRC-03114;X-SRC-03115;X-SRC-03116;X-SRC-03117;X-SRC-03118;X-SRC-03119;X-SRC-03120,,C-CLM-0308,X-CLM-0008,H,H,H,채택,X-CLM-0008 수렴(표본 일반화 금지 방법론 가드 동일)
F-CLM-0048,"국내 커뮤니티(지식iN)에서 초보 투자자의 질문은 매도 시점뿐 아니라 매도 후 처리(출금 시점, 환전, 세금)와 기초 용어·시장 시간에 집중된다",I,매도후·전반,C-SRC-0310;C-SRC-0311;C-SRC-0312;C-SRC-0313;C-SRC-0314;C-SRC-0315;C-SRC-0316;C-SRC-0317;C-SRC-0318;C-SRC-0319;C-SRC-0320;C-SRC-0321;C-SRC-0322;C-SRC-0323;C-SRC-0324;C-SRC-0325;C-SRC-0326;C-SRC-0327;C-SRC-0328;C-SRC-0329,,C-CLM-0309,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0049,"토스 표본에는 '의도하지 않은 미수거래가 본인도 모르게 발생했다'는 리뷰가 존재하며, 이는 초보 보호 관점에서 위험 고지·기본값 설계 쟁점이다",F,매수,C-SRC-0303,,C-CLM-0310,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0050,카카오페이의 잦은 증권 UI 개편이 기존 이용자(초보 포함)의 재학습 부담과 오주문 불안을 유발한다는 불만이 2022~2026년 반복된다,I,전반,C-SRC-0300;C-SRC-0301,,C-CLM-0311,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0051,"해외 커뮤니티에서도 초보의 패닉셀 후 후회, 손절 기준 부재, 매도 후 미련이 반복 관찰되어 처분효과 등 행동재무학 문헌(WS2)과 정합한다",I,매도,C-SRC-0330;C-SRC-0331;C-SRC-0332;C-SRC-0333;C-SRC-0334;C-SRC-0335;C-SRC-0336;C-SRC-0337;C-SRC-0338;C-SRC-0339,,C-CLM-0312,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0052,"토스증권의 첫 매수 공식 경로는 '증권 탭→돋보기 검색→종목→구매하기'로, 화면 이동 기준 약 4단계이며 용어로 매수/매도 대신 구매/판매를 사용한다",F,매수,C-SRC-0401;C-SRC-0405,,C-CLM-0401,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0053,"카카오페이증권의 기본 주문 방식은 '간편 주문'으로, 수량만 입력하면 '최적가'로 구매/판매되며 호가창 기반 '호가 주문'은 선택 사항이다",F,매수/매도,C-SRC-0404,,C-CLM-0402,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0054,"카카오페이증권은 1,000원 단위 해외주식 소수점 구매와 환전 없는 원화 주문으로 소액 첫 매수의 진입 절차를 최소화했다",F,매수,C-SRC-0410;C-SRC-0424,,C-CLM-0403,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0055,"토스증권 WTS 주문 패널은 지정가/시장가 선택, 보유금 대비 10/25/50/최대% 수량 버튼, 총 주문 금액, 주문 가능 금액을 단일 화면에 제공한다",F,매수,C-SRC-0405,,C-CLM-0404,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0056,"토스증권에서 매도 대금 출금은 국내·해외 모두 T+2 이후 가능하며, 해외는 오전 9시 달러 입금 후 환전 절차가 추가되고 '중간에 다른 주식 구매 시 환전 불가' 제약이 있다",F,매도후출금,C-SRC-0402;C-SRC-0403,,C-CLM-0405,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0057,토스증권은 결제일 전 매도 대금의 98%까지 '주식판매금 미리받기'를 제공하되 하루 0.02% 이자를 부과한다,F,매도후출금,C-SRC-0422,,C-CLM-0406,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0058,"Robinhood의 매수 기본값은 달러 금액 기반 주문이며, Review 화면 확인 후 '위로 스와이프' 제스처로만 주문이 제출된다",F,매수,C-SRC-0406,,C-CLM-0407,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0059,Robinhood는 매수 안내에서 '마지막 체결가가 실제 체결가와 다를 수 있음'과 시간외 거래의 변동성·유동성 위험을 문구로 고지한다,F,매수(위험고지),C-SRC-0406,,C-CLM-0408,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0060,"Robinhood 24시간 시장은 지정가·온주 주문만 허용하고 시장가를 차단하며, 유동성·스프레드 위험을 전용 고지문서와 인앱 FAQ로 이중 고지한다",F,시간외거래,C-SRC-0407,,C-CLM-0409,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0061,"토스증권은 데이마켓 도입(2023-02-13)으로 미국주식을 한국시간 10:00~17:50 포함 총 21시간 50분 거래 가능하게 했고, 미체결 주문은 다음날 08시까지 유지 후 자동 취소된다",F,시장시간확인,C-SRC-0408,,C-CLM-0410,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0062,"Betterment는 출금 전 'Tax Impact Preview'로 세금 영향을 미리 보여주고, 손실 포지션 우선 매도(TaxMin), '매도 후 취소 불가'·'시장 변동으로 출금액 변동 가능' 경고를 제공한다",F,매도후출금,C-SRC-0409;X-SRC-0420;X-SRC-0421;X-SRC-0422,,C-CLM-0411,X-CLM-0017,H,H,H,채택,X-CLM-0017 수렴 — Betterment 공식 도움말 WS9 스팟 체크로 원문 문구 재확인
F-CLM-0063,카카오페이증권은 투자성향 등급과 상품 위험등급이 맞지 않으면 구매를 제한하는 적합성 확인 장치를 운영한다,F,매수(적합성),C-SRC-0404,,C-CLM-0412,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0064,토스증권은 종목 화면에 커뮤니티(감정적 게시물 포함)와 고변동(±24~88%) 관심종목 TOP10 피드를 기본 노출해 초보자의 감정 자극·추격 매매를 유발할 수 있다,I,보유모니터링,C-SRC-0405,,C-CLM-0413,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0065,토스증권은 '토스증권 AI'로 종목별 등락 원인을 한 줄 요약해 제공한다(예: '애플 중국 등록 승인으로 3.9% 상승'),F,보유모니터링,C-SRC-0405;X-SRC-0401;X-SRC-0402;X-SRC-0403;X-SRC-0404;X-SRC-0405;X-SRC-0406;X-SRC-0407;X-SRC-0408;X-SRC-0409;X-SRC-0410;X-SRC-0411;X-SRC-0412;X-SRC-0413;X-SRC-0414;X-SRC-0417;X-SRC-0418;X-SRC-0419;X-SRC-0420;X-SRC-0423;X-SRC-0424;X-SRC-0425;X-SRC-0426,,C-CLM-0414,X-CLM-0016,H,M,H,채택,X-CLM-0016 수렴(토스 맥락 설명 패턴)
F-CLM-0066,토스증권 공개 WTS에서 서로 다른 현재가·체결가 표시를 관찰했으나 기준시각·KRX/NXT·지연 여부를 재현하지 못해 원인과 일반성을 확정할 수 없다.,I,보유모니터링(기준시각),C-SRC-0405,,C-CLM-0415,,L,,L,쟁점,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지); Codex 재검증: 부재·결함 단정 금지; 실기기와 거래소·기준시각을 포함한 재현 필요
F-CLM-0067,"Robinhood의 게임화·디지털 참여 관행은 매사추세츠 동의명령의 쟁점이었고 약 750만 달러 합의가 있었으나, 콘페티 제거 시점과 전체 제재 사유를 하나의 인과로 동일시하면 안 된다.",F,전반(게임화),C-SRC-0411;C-SRC-0412;X-SRC-0415;X-SRC-0416,,C-CLM-0416,X-CLM-0018,H,H,M,채택,"X-CLM-0018 보강 — MA 동의명령·FINRA AWC 원문 PDF(X-SRC-0415·0416) 링크 실재 확인(WS9 스팟 체크, PDF 본문 파싱은 불가); Codex 재검증: 기능 제거와 제재 시점·사유를 분리"
F-CLM-0068,"토스증권의 랜덤 주식 1주 지급 이벤트에 약 170만 명이 참여했다는 보도가 있으나, 참여자를 모두 초보 투자자로 분류할 근거는 없다.",F,유입(게임화),C-SRC-0413,,C-CLM-0417,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지); Codex 재검증: '초보 투자자 170만 명' 라벨 제거
F-CLM-0069,"토스증권은 52주 최고가 알림 오발송, AI 뉴스 동일 티커 오노출(PMAX) 등 자동화 정보 제공의 오류 사례가 반복 보도되어, 출처·기준시각 없는 자동 알림이 오히려 오판을 유발할 수 있음을 보여준다",F,보유모니터링(정보신뢰),C-SRC-0414;C-SRC-0423,,C-CLM-0418,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0070,미래에셋 M-STOCK은 통합증거금으로 원화 예수금만으로 해외주식을 주문하고 결제일에 부족분만 자동환전한다,F,매수(환전),C-SRC-0415,,C-CLM-0419,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0071,"핀트는 AI 일임형이라 개별 종목 매수·매도 판단 과업 자체가 사용자에게 없으며, 월 3만원부터 시작 가능하고 수수료는 투자수익의 연 9.5%(수익 시에만)이다",F,전반(일임),C-SRC-0416,,C-CLM-0420,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0072,핀트의 출금·계약해지 진입점은 설정 화면 하단에 작은 글씨로 배치되어 발견이 어렵고 해지에 최대 4영업일이 걸린다는 사용기가 있다,I,매도후출금,C-SRC-0417,,C-CLM-0421,,L,,L,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0073,에임(AIM)은 최소 자문계약 금액(약 500만원)으로 인해 '1만원 첫 매수' 과업 자체가 불가능한 고액 진입장벽형 서비스다,I,진입장벽,C-SRC-0418;C-SRC-0419,,C-CLM-0422,,L,,L,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0074,Magnifi는 자연어 대화로 종목 탐색과 연결 포트폴리오의 리스크·수수료 진단을 제공하는 대화형 투자 보조 서비스다,F,종목탐색,C-SRC-0420,,C-CLM-0423,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0075,"환전 시점(주간 수동 vs 야간 자동)에 따라 우대율 차이로 실질 환전 수수료가 약 5배 차이 날 수 있어, 초보자가 자동 주문 시 인지 없이 더 높은 비용을 낼 수 있다",H,매수(환전비용),C-SRC-0421,,C-CLM-0424,,L,,L,쟁점,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0076,자본시장법상 '투자권유'는 특정 투자자를 상대로 금융투자상품의 매매 또는 자문·일임·신탁계약 체결을 권유하는 것이다(제9조 제4항),F,공통,C-SRC-0501,,C-CLM-0500,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0077,"개별 종목의 취득·처분·방법·수량·가격·시기 등 투자판단에 관한 자문을 영업으로 하면 투자자문업이며(자본시장법 제6조 제7항), 투자판단을 일임받아 운용하면 투자일임업이다(제6조 제8항)",F,공통,C-SRC-0502,,C-CLM-0501,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0078,개별 투자자를 상정하지 않고 다수인을 대상으로 일방적으로 이루어지는 '개별성 없는 조언'은 투자자문업으로 보지 않는다(자본시장법 제7조 제3항). 다만 유료 온라인 쌍방향 의견 교환은 예외다,F,공통,C-SRC-0503,,C-CLM-0502,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0079,"금소법상 투자성 상품의 계약 체결을 권유하면 적합성원칙(제17조: 정보 파악·확인, 부적합 권유 금지)과 설명의무(제19조)가 적용되고, 권유 없이 판매하는 경우에도 적정성원칙(제18조)이 적용될 수 있다",F,공통,C-SRC-0505;C-SRC-0506;C-SRC-0507,,C-CLM-0503,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0080,불확실한 사항에 대해 단정적 판단을 제공하거나 확실하다고 오인하게 할 소지가 있는 내용을 알리는 행위는 부당권유행위로 금지된다(금소법 제21조 제1호),F,공통,C-SRC-0508,,C-CLM-0504,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0081,"자동화 장치로 투자자문·일임을 수행하는 로보어드바이저는 투자성향 분석·침해사고 예방 체계 등 전자적 투자조언장치 요건(자본시장법 시행령 제2조 제6호)을 갖춰야 하며, 코스콤 로보어드바이저 테스트베드가 분산투자·투자자 성향 분석·해킹 방지 체계를 심사한다",F,공통,C-SRC-0504;C-SRC-0513;X-SRC-0501;X-SRC-0504;X-SRC-0505,,C-CLM-0505,X-CLM-0021,H,H,H,채택,X-CLM-0021 수렴(AI 자동 주문=투자일임·별도 인허가 트랙); Codex 재검증: 국내주식 복귀계좌인 X-SRC-0114를 로보어드바이저 근거에서 제거
F-CLM-0082,"금융위 금융분야 인공지능 가이드라인(개정, 2026-06-22 시행)은 7대 원칙(거버넌스·합법성·보조수단성·신뢰성·금융안정성·신의성실·보안성)을 제시하며, AI는 업무의 보조수단으로서 최종 의사결정과 책임은 임직원이 수행하고 금융소비자 이익을 최우선으로 해야 한다고 명시한다",F,공통,C-SRC-0500;X-SRC-0506;X-SRC-0507;X-SRC-0508,,C-CLM-0506,X-CLM-0022,H,H,H,채택,"WS9 판정 D-11(원문 재확인 완료): 7대 원칙·보조수단성·26.6.22 시행·'최종 의사결정과 책임은 임직원' 문구 확인 — Claude 구체 서술 채택, Codex 서술(X-CLM-0022)과 모순 없음"
F-CLM-0083,"계획서가 검증을 지시한 금융위 게시물 링크(https://www.fsc.go.kr/no010101/87142)는 2026-07-16 현재 유효하며, 2026-06-18자 AI 가이드라인 개정 보도자료와 가이드라인 전문 PDF 첨부를 제공한다",F,공통,C-SRC-0500;X-SRC-0506;X-SRC-0507;X-SRC-0508,,C-CLM-0507,X-CLM-0022,H,H,H,채택,"WS9 재확인 — 링크 유효, 2026-06-18 게시·개정안 발표 확인"
F-CLM-0084,"AI를 포함한 완전 자동화 결정이 정보주체의 권리·의무에 중대한 영향을 미치는 경우 거부권·설명요구권이 보장되며(개인정보 보호법 제37조의2), 금융 자동화평가에는 설명·이의제기권(신용정보법 제36조의2)이 있다. 개인화 추천 기능은 설명가능성·인적 개입 경로를 갖춰야 한다",F,공통,C-SRC-0509;C-SRC-0510,,C-CLM-0508,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0085,"금소법 제19조는 '일반금융소비자가 이해할 수 있도록' 설명할 의무를, 장차법 제21조는 전자정보·모바일 앱의 동등한 접근(스크린리더 등 정당한 편의)을 요구하므로, 쉬운 한국어·색상 외 손익 표현·대체텍스트는 규범적 근거가 있는 요구사항이다",I,공통,C-SRC-0507;C-SRC-0512;X-SRC-0512;X-SRC-0513;X-SRC-0514;X-SRC-0515;X-SRC-0516;X-SRC-0517,,C-CLM-0509,X-CLM-0024,M,H,H,채택,"WS9 판정 D-06(병합): 디지털포용법 제19조(법률 제20672호, 시행 2026-01-22, '지능정보서비스 등에 대한 접근성 보장') 원문 확인 — Codex 단독 발견 채택. 민간 직접 구속력은 장차법 §21, 디지털포용법 §19는 국가기관 등 의무+지능정보사업자 노력의무. KWCAG 2.2 표준(X-SRC-0516)·과기정통부 고시 제2026-1호(X-SRC-0515, 정식명 '디지털취약계층의 정보 접근 및 이용 편의 증진을 위한 고시') 실재 확인"
F-CLM-0086,"'투자 권유가 아닙니다' 면책 문구만으로는 특정 투자자 대상 방향 제시의 실질(투자권유·부당권유 소지)이 제거되지 않으므로, 위험 기능은 면책 문구가 아니라 기능 설계(결론 비제시·대체 UX)로 통제해야 한다",I,공통,C-SRC-0501;C-SRC-0508;X-SRC-0501;X-SRC-0502;X-SRC-0503,,C-CLM-0510,X-CLM-0020,M,H,H,채택,WS9 상향: X-CLM-0020 독립 수렴 — 면책 문구만으로 개인화 권유의 실질·설명책임이 사라지지 않음
F-CLM-0087,"출처 있는 중립 정보와 사용자 입력값의 계산은 상대적으로 위험이 낮지만, 최종 클릭을 사용자가 하더라도 개인화 정도·쌍방향성·표현·옵션 강조·주문 연결의 실질에 따라 투자권유·자문 위험이 남는다.",I,공통,C-SRC-0501;C-SRC-0502;C-SRC-0503;C-SRC-0500;X-SRC-0122;X-SRC-0124;X-SRC-0125;X-SRC-0215;X-SRC-0216;X-SRC-0403;X-SRC-0406;X-SRC-0414;X-SRC-0419;X-SRC-0501;X-SRC-0502;X-SRC-0503;X-SRC-0511,,C-CLM-0511,X-CLM-0019,M,M,M,채택,"WS9 상향(요청했던 교차검증 완료): X-CLM-0019 독립 수렴 — '출처 있는 정보+판단은 사용자' 구조는 상대적 안전, 특정 사용자 대상 방향 제시 순간 권유·자문 경계 진입에 양측 일치; Codex 재검증: '어느 쪽에도 해당하지 않는다'는 단정 철회; 기능별 법무·준법 검토 필요"
F-CLM-0088,"전자금융거래에는 오류 정정·통지 의무(전자금융거래법 제8조)와 안전성 확보 의무(제21조)가 있으므로, 주문 흐름에는 사전 확인 단계(주문 미리보기·이상 금액 경고) 등 오주문 방지 UX가 필요하다",I,주문,C-SRC-0511,,C-CLM-0512,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0089,해커톤 MVP는 중립 설명·가상 시나리오·사용자 입력 주문 미리보기·모의주문으로 제한한다. 기존 인가 주문서비스 자체가 금지되는 것은 아니지만 AI가 방향·수량·가격·시점을 정하거나 대화 안에서 직접 제출하는 구조는 제외한다.,D,공통,C-SRC-0500;C-SRC-0501;C-SRC-0502;C-SRC-0503;C-SRC-0504;C-SRC-0505;C-SRC-0508,,C-CLM-0513,,M,,M,채택,X-CLM-0041(개인화 추천 효과 주장 기각)·X-CLM-0021과 정합 — 데모 범위 결정 유지; Codex 재검증: 실주문 전체와 AI 주도 주문을 구분
F-CLM-0090,본선일 2026-07-18은 토요일로 KRX 주식시장이 휴장하며(미국 시장도 주말 폐장) 당일 실시간 시세는 존재하지 않는다,F,전체,C-SRC-0614;C-SRC-0615,,C-CLM-0601,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0091,"공공데이터포털 금융위 주식시세정보 API는 자동승인·무료·이용허락 제한 없음이며 개발계정 일 10,000회 한도를 갖고 기준일 영업일 D+1 13시 이후 갱신된다",F,데이터기반,C-SRC-0610;X-SRC-0608,,C-CLM-0602,X-CLM-0027,H,M,H,채택,X-CLM-0027 수렴 — Codex 주의사항 병합: 포털 메타데이터 표기와 실제 갱신 특성이 다를 수 있어 실측 재확인 필요
F-CLM-0092,DART OpenAPI는 누구나 무료 인증키(40자)로 이용 가능하고 요청 제한(오류 020) 및 회사 100건/회 제한이 있다,F,데이터기반,C-SRC-0603;C-SRC-0604;X-SRC-0606;X-SRC-0607,,C-CLM-0603,X-CLM-0026,H,H,H,채택,X-CLM-0026 수렴(인증키·호출 제한·정정공시 처리)
F-CLM-0093,KIS Open API는 한국투자증권 계좌 개설과 서비스 신청이 선행되어야 하며 계좌 보유 시 온라인 신청으로 App Key/Secret을 당일 확인할 수 있고 모의투자는 모의계좌 별도 신청+별도 앱키가 필요하다,F,데이터기반,C-SRC-0607;C-SRC-0608;X-SRC-0609;X-SRC-0610;X-SRC-0611;X-SRC-0612;X-SRC-0613;X-SRC-0614,,C-CLM-0604,X-CLM-0028,M,H,H,채택,"WS9 상향: Codex가 공식 포털 페이지(X-SRC-0609~0612) 직접 확인 — Claude GitHub 교차 확인과 합치. 추가 채택: 개인용 API의 제3자 서비스 제공 제한·제휴 필요(X-SRC-0614, WS9 스팟 체크로 원문 문구 확인)"
F-CLM-0094,"KIS Open API 호출 한도는 실전 REST 초당 약 20건 수준이며 모의투자는 그보다 낮다(초당 2~5건, 문서 상이로 미확정)",F,데이터기반,C-SRC-0607;C-SRC-0609,,C-CLM-0605,,M,,M,쟁점,WS9 재확인 시도: KIS 커뮤니티 유량 안내(X-SRC-0613)는 SPA로 양측 모두 수치 추출 실패 — 쟁점 유지(단건 조회·로컬 모의 체결 데모에는 영향 없음)
F-CLM-0095,KIS Open API는 모의투자(vps)·실전(prod) 환경을 모두 제공하고 WebSocket 실시간 시세를 지원하며 토큰 재발급은 1분당 1회로 제한된다,F,데이터기반,C-SRC-0607,,C-CLM-0606,,H,,H,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
F-CLM-0096,pykrx는 KRX·네이버 스크래핑 기반 무인증 라이브러리로 일별 OHLCV·시총·펀더멘털을 제공하나 일부 API는 KRX 로그인이 필요하고 과도 호출 시 차단 위험이 있으며 데이터 저작권은 KRX·네이버에 귀속된다,F,데이터기반,C-SRC-0612;X-SRC-0615;X-SRC-0616;X-SRC-0617,,C-CLM-0607,X-CLM-0029,H,H,H,채택,X-CLM-0029 수렴(pykrx 프로토타입 한정·운영 부적합)
F-CLM-0097,yfinance는 야후 비공식 도구이며 야후 파이낸스 API는 개인용(personal use only)으로 명시되어 재배포·상업 이용에 제약이 있다,F,데이터기반,C-SRC-0613;X-SRC-0615;X-SRC-0616;X-SRC-0617,,C-CLM-0608,X-CLM-0029,H,H,H,채택,X-CLM-0029 수렴(yfinance 개인용 한정)
F-CLM-0098,KRX 정보데이터시스템의 웹 조회·CSV 경로와 별도로 인증키·승인 기반 KRX OPEN API가 존재한다. 운영 사용에는 호출·이용기간·출처표시·제3자 제공 등 약관과 데이터 계약을 검토해야 한다.,I,데이터기반,C-SRC-0601;C-SRC-0602;X-SRC-0601;X-SRC-0602;X-SRC-0603;X-SRC-0604;X-SRC-0605,,C-CLM-0609,X-CLM-0025,M,H,H,채택,"WS9 판정 D-05: 본 주장은 '정보데이터시스템(data.krx.co.kr)'에 한정하여 유지. 별도로 KRX Open API 포털(openapi.krx.co.kr, X-SRC-0601~0605)이 존재함을 Codex가 확인(인증키·호출량·이용기간·출처표시·재제공 제한) — 합산본 데이터 소스 표에 반영. WS9 스팟 체크로 포털 실재 확인; Codex 재검증: 'KRX 공개 REST API 없음'으로 읽히는 표현을 공식 OPEN API 존재로 교정"
F-CLM-0099,"본선일이 토요일이므로 실제로 수집에 성공한 금요일 종가 스냅샷과 로컬 fixture를 사전 동결하고, 성공 전의 예정 시각이나 미수집 데이터를 화면에 표시하지 않는다.",D,데이터기반,C-SRC-0610;X-SRC-0608,,C-CLM-0610,X-CLM-0027,H,M,H,채택,X-CLM-0027 수렴 — 토요일 금요 종가 확보 전략 동일; Codex 재검증: 7월 17일 데이터는 7월 16일 현재 수집 완료 사실이 아니라 실행 계획
F-CLM-0100,ECOS는 환율·금리 등 보조 지표 원천으로 인증키 기반 무료 이용이 가능하나 호출 한도 등 세부 수치는 공식 페이지(SPA)에서 확인하지 못했다(미확인),F,데이터기반,C-SRC-0611;X-SRC-0615;X-SRC-0616;X-SRC-0617,,C-CLM-0611,X-CLM-0029,M,H,M,채택,X-CLM-0029 수렴(ECOS 배경 지표 한정)
F-CLM-0101,"본선 데모의 기본 데이터 구성은 1안 pykrx 7/17 종가 스냅샷+DART 캐시+로컬 모의 체결, 2안 yfinance+ECOS(미국 시나리오 시), 공통 폴백은 시나리오 3종 JSON fixture 오프라인 데모로 하며 KIS 모의투자는 7/17까지 발급·테스트 완료 시에만 선택 사용한다",D,데이터기반,C-SRC-0601;C-SRC-0604;C-SRC-0607;C-SRC-0610;C-SRC-0612;C-SRC-0613;X-SRC-0601;X-SRC-0606;X-SRC-0608;X-SRC-0611;X-SRC-0613;X-SRC-0614,,C-CLM-0612,X-CLM-0034,H,H,H,채택,X-CLM-0034 수렴 — 정적 스냅샷+모의 체결 기본 전략에 양측 독립 일치
F-CLM-0102,"초보 투자자 관점 휴리스틱 4종(불안 완화·이해 가능성·오주문 방지·근거 제시)은 WS2 행동재무학 원논문·공식 조사, WS3 VOC, WS4 벤치마크 관찰, WS5 법령 원문으로 조작화할 수 있다",I,전반,C-SRC-0211;C-SRC-0204;C-SRC-0507;C-SRC-0508;C-SRC-0511;C-SRC-0405;C-SRC-0406,,C-CLM-0701,,M,,M,채택,Claude 단독 — Codex 대장 무대응(WS8 QA 통과 확신도 유지)
